,track,artist,tempo,danceability,acousticness,energy,decade,genre
23595,Ordinary World,Duran Duran,0.5804086603181967,0.472,0.0131,0.652,90s,r&b
23596,Someday,Mariah Carey,0.4550312107794204,0.685,0.206,0.819,90s,r&b
23597,Poison,Bell Biv DeVoe,0.4631497413253915,0.84,0.00195,0.56,90s,r&b
23598,Weekend Love,Queen Latifah,0.4060673589508871,0.79,0.00838,0.574,90s,r&b
23599,Beyond the Realms of Death,Agent Steel,0.3794377503386173,0.245,0.00541,0.819,90s,rock
23600,Forked Deer,Jeff Autry,0.5241091362463394,0.57,0.778,0.653,90s,pop
23601,My Lovin' (You're Never Gonna Get It),En Vogue,0.40615434320673677,0.767,0.0318,0.839,90s,r&b
23602,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,0.41430601061207917,0.821,0.0437,0.549,90s,r&b
23603,Touching,Marilyn Crispell,0.4800329711750745,0.421,0.805,0.0875,90s,r&b
23604,The One I Love is Gone,Hazel Dickens,0.329533640125423,0.287,0.847,0.214,90s,rock
23605,Sails,Nikki Iles,0.30772130244425755,0.438,0.996,0.00343,90s,pop
23606,Jerusalem's Ridge,Jeff Autry,0.5221623457582749,0.541,0.84,0.678,90s,r&b
23607,Do You Know (What It Takes),Robyn,0.8288439792397576,0.635,0.00465,0.74,90s,edm
23608,You Stepped Out Of A Dream,Tal Farlow,0.5805287814334177,0.426,0.932,0.396,90s,r&b
23609,The Courier,Randy Edelman,0.34687250179146145,0.11,0.265,0.319,90s,rock
23610,Make Love Like A Man,Def Leppard,0.8521681861297391,0.389,0.0408,0.916,90s,edm
23611,Someone To Watch Over Me,Glad,0.4209665193457127,0.314,0.903,0.0669,90s,rock
23612,"Album for the Young, Op. 39 (arr. R. Dubinsky): No. 18. Neapolitan Song (Chanson napolitaine)",Pyotr Ilyich Tchaikovsky,0.36139058830351706,0.524,0.935,0.124,90s,pop
23613,Bébé rock,Jeanne Mas,0.5300489182886469,0.584,0.738,0.337,90s,r&b
23614,Two-Headed Boy Pt. 2,Neutral Milk Hotel,0.37771877575873053,0.448,0.697,0.365,90s,r&b
23615,Got Your Money,Ol' Dirty Bastard Featuring Kelis,0.42680274870248486,0.934,0.0516,0.459,90s,pop
23616,It's All About U,SWV,0.3872456228279824,0.838,0.111,0.401,90s,pop
23617,Brooklyn Zoo,Ol' Dirty Bastard,0.381206430207561,0.704,0.549,0.701,90s,rap
23618,Advice For The Young At Heart,Tears For Fears,0.5073170327599276,0.665,0.0736,0.787,90s,r&b
23619,I Can't Dance,Genesis,0.4455126479250113,0.914,0.499,0.528,90s,r&b
23620,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,0.3291194293832816,0.675,0.706,0.659,90s,rap
23621,Depois do Prazer,Só Pra Contrariar,0.45063229269787886,0.579,0.636,0.385,90s,r&b
23622,Innan Konsert,Rune Lindblad,0.47279670950986447,0.295,0.825,0.474,90s,rock
23623,All Along,Blessid Union Of Souls,0.31515638526569545,0.537,0.343,0.291,90s,pop
23624,The 219 Blues,Lloyd Miller,0.3569419649329186,0.522,0.899,0.182,90s,r&b
23625,Black Velvet,Alannah Myles,0.37754066513960977,0.754,0.273,0.366,90s,r&b
23626,Promentory,Trevor Jones,0.4457031848663963,0.183,0.000117,0.235,90s,rock
23627,Body and Soul,Rick Braun,0.3190706767789316,0.69,0.851,0.411,90s,r&b
23628,Leavin',The Tony Rich Project,0.6960935784908646,0.678,0.0968,0.406,90s,pop
23629,In Dulce Jubilo,Bugge Wesseltoft,0.37437609506964953,0.432,0.994,0.00555,90s,r&b
23630,Cliffs Of Dover - Instrumental,Eric Johnson,0.39311498904412584,0.449,0.162,0.775,90s,r&b
23631,Mind Blowin',Smooth,0.3936907419757024,0.768,0.00412,0.847,90s,r&b
23632,Deliver Us - The Prince Of Egypt/Soundtrack Version,Ofra Haza,0.5702894918876826,0.229,0.728,0.178,90s,rock
23633,"Drink, Swear, Steal & Lie",Michael Peterson,0.4281199388624945,0.672,0.427,0.697,90s,pop
23634,The Way It Is,Tesla,0.389453366083596,0.327,0.019,0.823,90s,rock
23635,For Whom The Bell Tolls,Apocalyptica,0.4889219337014286,0.552,0.1,0.501,90s,pop
23636,Analogue Rock,Stereolab,0.5827820878706669,0.324,4.06e-06,0.603,90s,rock
23637,El Día Que Me Quieras,Luis Miguel,0.6595643331414157,0.215,0.368,0.666,90s,rock
23638,One And Only Man,Steve Winwood,0.43487985817424185,0.606,0.0119,0.87,90s,r&b
23639,Jump Man,Buckethead,0.783641160949868,0.187,0.00636,0.941,90s,rock
23640,Now That We Found Love,Heavy D & The Boyz,0.4968664957357004,0.744,0.039,0.697,90s,r&b
23641,Sweet Bunch Of Daisies,Kenny Baker,0.4930184779412069,0.545,0.669,0.337,90s,pop
23642,Eriskay Love Lilt,The King's Singers,0.3171238862908671,0.259,0.971,0.0259,90s,rock
23643,Confidente de Secundaria,Los Superclasicos,0.43498341085977726,0.682,0.299,0.616,90s,pop
23644,"Sonata, Op.143a - Adagio, Ma Non Troppo",Vagn Holmboe,0.3099663246666639,0.156,0.956,0.00217,90s,rock
23645,Satin Doll,Duke Ellington,0.36796411278130087,0.611,0.745,0.0975,90s,pop
23646,The Poor People Of Paris (Jean's Song) - Single Version,Les Baxter,0.3627699100748479,0.567,0.693,0.279,90s,pop
23647,5 Miles To Empty,Brownstone,0.5118692088160615,0.671,5.01e-05,0.733,90s,pop
23648,If I Ever Lose My Faith In You,Sting,0.40590581676145193,0.575,0.00952,0.727,90s,r&b
23649,Congo - D Max Mix,The Boss,0.5123124143101527,0.739,0.0277,0.864,90s,r&b
23650,Long Island Sunset,Tangerine Dream,0.5303015868413531,0.499,0.00183,0.567,90s,r&b
23651,I Wish It Would Rain Down,Phil Collins,0.5214374769595275,0.51,0.292,0.667,90s,r&b
23652,Miniskirt Blues (feat. Iggy Pop),The Cramps,0.49878014936439363,0.396,0.554,0.945,90s,latin
23653,Five Lessons Learned,Swingin' Utters,0.6334193510974514,0.316,0.000781,0.981,90s,rock
23654,I Feel You,Depeche Mode,0.509102281058557,0.454,0.024,0.933,90s,r&b
23655,Desafinado,João Gilberto,0.3463713067934704,0.556,0.949,0.0472,90s,pop
23656,Kiss of the Vampire,Half Japanese,0.5673983009075357,0.248,0.000642,0.991,90s,rock
23657,Post Houmous,Morcheeba,0.3813555460747319,0.703,0.0822,0.359,90s,pop
23658,Make It Like It Was,Regina Belle,0.4950356842554355,0.466,0.686,0.448,90s,r&b
23659,When I Said I Do,Clint Black,0.42583349556587397,0.507,0.308,0.411,90s,r&b
23660,Latin Quarter,Caribbean Jazz Project,0.45585549015628174,0.628,0.468,0.741,90s,r&b
23661,Sin So Well,Rebekah,0.4956570003686475,0.727,0.288,0.629,90s,pop
23662,Tubthumping,Chumbawamba,0.8560866197503966,0.263,0.106,0.871,90s,rock
23663,Sixteen Tons,Tennessee Ernie Ford,0.5970433637225947,0.693,0.796,0.324,90s,pop
23664,I Will Be Here For You,Michael W. Smith,0.5959954105449771,0.425,0.185,0.519,90s,r&b
23665,Really Doe,Ice Cube,0.40140748810179644,0.773,0.00993,0.737,90s,r&b
23666,Girlfriend/Boyfriend,BLACKstreet With Janet,0.42664949072789254,0.892,0.0156,0.768,90s,r&b
23667,Boom Boom Boom,The Outhere Brothers,0.5379354908190189,0.723,0.0523,0.857,90s,rap
23668,Too y Toos Tatoos,La Lupita,0.5313205452670209,0.448,6.69e-05,0.633,90s,pop
23669,That's The Way Love Goes,Janet Jackson,0.40458034238659946,0.703,0.302,0.7,90s,r&b
23670,Faded Pictures,Case & Joe,0.3396983717375726,0.705,0.125,0.511,90s,pop
23671,Anything Is Possible,Debbie Gibson,0.4559176217676029,0.696,0.253,0.861,90s,latin
23672,Friends,Joe Satriani,0.3568094174954333,0.422,1.74e-05,0.842,90s,pop
23673,Sweet Thing,Mick Jagger,0.4342461157387656,0.811,0.0126,0.863,90s,r&b
23674,Coco Jamboo,Mr. President,0.4142977263972364,0.832,0.0791,0.838,90s,pop
23675,No Love,The Get Up Kids,0.7594388272865469,0.191,0.000154,0.892,90s,rap
23676,Better Than You,Lisa Keith,0.41193672516703045,0.706,0.0339,0.933,90s,r&b
23677,Right Here,SWV,0.3893663818277463,0.615,0.068,0.72,90s,pop
23678,Hate Me Now,Nas Featuring Puff Daddy,0.37278966792724805,0.678,0.00583,0.77,90s,rap
23679,I Love You/You Bring Me Joy,Mary J. Blige,0.3771305965048898,0.771,0.33,0.672,90s,r&b
23680,(Friday Afternoon) In a Galaxy Far Away,Mattias IA Eklundh,0.5751688944301082,0.218,0.113,0.972,90s,rap
23681,Regret,New Order,0.536684574377752,0.506,0.00146,0.931,90s,r&b
23682,"Sarasate: Zigeunerweisen, Op. 20",Pablo de Sarasate,0.3436043790359659,0.265,0.867,0.137,90s,rock
23683,Silk 'n' Satin,Sonny Rollins,0.6228776877099531,0.537,0.964,0.132,90s,r&b
23684,Gangsta,Bell Biv DeVoe,0.4660616428426455,0.724,0.00151,0.778,90s,r&b
23685,Little Hammer,Pale Saints,0.7963201517668159,0.363,0.589,0.207,90s,edm
23686,Blue Fields,Nobuo Uematsu,0.6582140061220347,0.456,0.895,0.29,90s,pop
23687,Now And Forever,Richard Marx,0.3230346735812247,0.441,0.661,0.258,90s,pop
23688,Evil Ways,Willie Bobo,0.4615757405052543,0.811,0.546,0.447,90s,pop
23689,Smothered In Hugs,Guided By Voices,0.4648770001201211,0.259,0.000817,0.691,90s,rock
23690,Les yeux ouverts,Enzo Enzo,0.3690617712479755,0.689,0.834,0.152,90s,pop
23691,Sunflower River Blues,John Fahey,0.38104903012554725,0.317,0.665,0.197,90s,rock
23692,Don't Go Breaking My Heart,Elton John & RuPaul,0.5434279252598136,0.742,0.177,0.863,90s,r&b
23693,Romeo,Dino,0.4483292809715727,0.668,0.0766,0.892,90s,r&b
23694,Shake Your Bon-Bon,Ricky Martin,0.4143350053640291,0.638,0.0942,0.937,90s,latin
23695,He Can't Love U,Jagged Edge,0.5230611830687217,0.721,0.112,0.836,90s,r&b
23696,Sho Nuff,Tela Featuring Eightball & MJG,0.6053648575322153,0.776,0.00138,0.468,90s,r&b
23697,Don't Let It Go To Your Head,Brand Nubian,0.41368055239144574,0.849,0.00243,0.495,90s,r&b
23698,Both Sides Of The Story,Phil Collins,0.528719301806373,0.524,0.0383,0.706,90s,r&b
23699,Foe Life,Mack 10,0.3772714281572178,0.917,0.0816,0.665,90s,r&b
23700,F - Four Furry Friends,Cookie Monster,0.39804823898302977,0.46,0.891,0.416,90s,pop
23701,Release Me,Wilson Phillips,0.4026584045430634,0.724,0.448,0.471,90s,r&b
23702,Spanish Point,Béla Fleck,0.47318606760747733,0.562,0.933,0.574,90s,r&b
23703,Quincy Punk Episode,Spoon,0.6744717777510841,0.488,0.00855,0.972,90s,latin
23704,I Will Remember You (Live),Sarah McLachlan,0.3168173703416824,0.449,0.47,0.487,90s,pop
23705,Prints Tie,Bobby Hutcherson,0.34768849695348,0.331,0.824,0.254,90s,rock
23706,I'm Your Angel,R. Kelly & Celine Dion,0.46673680635233594,0.62,0.669,0.504,90s,r&b
23707,"Soul To Squeeze (From """"Coneheads"""")",Red Hot Chili Peppers,0.36521375345348206,0.663,0.0322,0.546,90s,r&b
23708,Oh Girl,Paul Young,0.5629248248924087,0.57,0.267,0.575,90s,pop
23709,In Your Arms,Little Caesar,0.7390099534841336,0.465,0.176,0.651,90s,edm
23710,Life Ain't Easy,Cleopatra,0.4074218280776894,0.624,0.301,0.845,90s,pop
23711,Strawberry Letter 23,Tevin Campbell,0.4408237823239708,0.812,0.0663,0.834,90s,pop
23712,All That Glitters Isn't Gold,The Cover Girls,0.48603488482870316,0.665,0.189,0.822,90s,r&b
23713,Carol Of The Bells,Steve Morse,0.6628076032523827,0.544,0.957,0.185,90s,pop
23714,Release Me,Angelina,0.5387390596587731,0.869,0.0162,0.732,90s,pop
23715,I'll Be There For You/This House Is Not A Home,The Rembrandts,0.38778409679276626,0.258,0.065,0.919,90s,rock
23716,Hiena del Metal,V8,0.5114135769997059,0.368,8.13e-05,0.592,90s,pop
23717,Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,0.49655169557167295,0.742,0.101,0.619,90s,r&b
23718,On Bended Knee,Boyz II Men,0.4831933991376132,0.631,0.413,0.516,90s,r&b
23719,I'm Forrest... Forrest Gump,Alan Silvestri,0.43253956748114303,0.402,0.979,0.046,90s,pop
23720,(We Ain't Got) Nothin' Yet,The Blues Magoos,0.6160929157536772,0.409,0.208,0.857,90s,latin
23721,Refractive Light / Harbinger,David Behrman,0.41022603480198655,0.22,0.989,0.0512,90s,rock
23722,Encadenados,Nelson Ned,0.34310732614539624,0.471,0.697,0.47,90s,pop
23723,Key West Intermezzo (I Saw You First),John Mellencamp,0.482460246124023,0.673,0.00497,0.859,90s,r&b
23724,Atom & His Package - Rock Version,Atom And His Package,0.6090596173521164,0.337,0.000768,0.765,90s,rock
23725,Er Indoors,Johnny Hawksworth,0.7312559283912469,0.657,0.702,0.45,90s,edm
23726,Fire Escape,Fastball,0.5206049133678233,0.576,0.00354,0.813,90s,pop
23727,You,Jesse Powell,0.4647941579716928,0.728,0.307,0.324,90s,r&b
23728,House Of Broken Love,Great White,0.48065014518086513,0.581,0.0251,0.468,90s,r&b
23729,Who Am I,Beenie Man,0.3570248070813469,0.628,0.211,0.753,90s,rap
23730,Get Down On Your Knees And Pray - Live,The Kentucky Colonels,0.6959941679127506,0.414,0.787,0.291,90s,pop
23731,Dreams of Space and Time,John Rea,0.28020528284380525,0.262,0.911,0.304,90s,rock
23732,Slam,Onyx,0.40718987006209023,0.876,0.0654,0.71,90s,rap
23733,Come Undone,Duran Duran,0.7204408859139353,0.542,0.0423,0.793,90s,edm
23734,Stay With Me,Spiritualized,0.5373928747468137,0.417,0.0101,0.289,90s,r&b
23735,Good King Joy,Trans-Siberian Orchestra,0.5850022574485447,0.363,0.359,0.449,90s,r&b
23736,Can I Touch You...There?,Michael Bolton,0.34326058411998855,0.555,0.281,0.841,90s,rap
23737,Gimme Shelter,Sisters of Mercy,0.4537223048342536,0.574,0.00223,0.846,90s,r&b
23738,Nuttin' But Love,Heavy D & The Boyz,0.8395016216350555,0.731,0.0527,0.499,90s,rap
23739,Wendepunkt,Bo Nilsson,0.2775129130198863,0.146,0.989,0.00787,90s,rock
23740,Back To The Bullet,Saraya,0.43913794460345534,0.406,0.0261,0.779,90s,pop
23741,"Holland, 1945",Neutral Milk Hotel,0.8225893970334227,0.0617,0.0399,0.887,90s,rock
23742,Adrenochrome,Sisters of Mercy,0.6665106472871267,0.624,0.00016,0.814,90s,pop
23743,Beautiful Stranger,Madonna,0.5071927695372851,0.52,0.122,0.756,90s,r&b
23744,I Want You,Shana,0.4955161687163195,0.741,0.241,0.81,90s,r&b
23745,Blue Sky Mine,Midnight Oil,0.5468327375602159,0.631,0.0601,0.852,90s,r&b
23746,Down Home Girl,Taj Mahal,0.44172261963441756,0.801,0.0645,0.617,90s,pop
23747,Spice Up Your Life,Spice Girls,0.5136875939740622,0.556,0.0105,0.993,90s,latin
23748,Hurricane,The Click,0.36462557419964126,0.824,0.178,0.48,90s,r&b
23749,Iris,John Coltrane,0.2041437642643824,0.343,0.45,0.511,90s,rock
23750,Ready To Go,Republica,0.5386934964771376,0.559,0.000283,0.953,90s,r&b
23751,Tha Crew,Hector & Tito,0.4469168223408706,0.8,0.00193,0.693,90s,pop
23752,Somebody's Out There Watching,The Kinleys,0.33753204955617316,0.606,0.125,0.805,90s,pop
23753,If That's Your Boyfriend (He Wasn't Last Night),MeShell Ndegeocello,0.43919179199993374,0.815,0.0524,0.723,90s,r&b
23754,After the Call,Tangerine Dream,0.5985345223943037,0.563,0.00251,0.585,90s,r&b
23755,Action & Action,The Get Up Kids,0.315612017082051,0.422,0.000137,0.92,90s,r&b
23756,Kindred Spirits,Liquid Tension Experiment,0.5327868512942014,0.285,0.00212,0.963,90s,rock
23757,Slow Motion,Color Me Badd,0.38124785128177513,0.783,0.00531,0.885,90s,r&b
23758,This Is How We Party,S.O.A.P.,0.4555241215625686,0.758,0.0467,0.911,90s,latin
23759,Say You'll Be There,Spice Girls,0.44328833623971203,0.726,0.0149,0.679,90s,pop
23760,Do For Love,2Pac Featuring Eric Williams,0.3935002050343174,0.874,0.0578,0.63,90s,rap
23761,One More Try,Kristine W,0.5224108722035598,0.71,0.327,0.768,90s,r&b
23762,Rothko Chapel 5,Morton Feldman,0.28723029703052316,0.168,0.98,0.00198,90s,rock
23763,Recover Your Soul,Elton John,0.42664949072789254,0.725,0.134,0.653,90s,r&b
23764,Shadowboxin',GZA,0.381446672438003,0.704,0.00704,0.642,90s,rap
23765,Chicken An' Dumplings - Live,Art Blakey & The Jazz Messengers,0.3753204955617319,0.525,0.755,0.452,90s,rap
23766,We'll Recover,Matt Nathanson,0.4638000521905535,0.537,0.321,0.458,90s,pop
23767,Harmageddon,Apocalyptica,0.3491879398400318,0.205,0.0699,0.581,90s,rock
23768,Augenblick - Richard Bartz Techno Soul Mix,Sven Väth,0.5522133351006325,0.657,0.0214,0.648,90s,r&b
23769,Roll To Me,Del Amitri,0.6217551765987499,0.567,0.418,0.821,90s,pop
23770,Run Away,Real McCoy,0.5423965405118817,0.721,0.000683,0.924,90s,r&b
23771,Will You Be There (In The Morning),Heart,0.6896567435579875,0.553,0.0365,0.743,90s,r&b
23772,I Wish,Skee-Lo,0.4054501849450964,0.669,0.00137,0.809,90s,r&b
23773,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,0.5940279095198056,0.48,0.174,0.628,90s,r&b
23774,Jump On It,Sir Mix-A-Lot,0.4720925512482241,0.908,0.0691,0.938,90s,r&b
23775,Swimming Song,Even As We Speak,0.5922468033285975,0.536,0.0138,0.693,90s,pop
23776,Babymaker,Pale Saints,0.6080986484303483,0.332,0.000701,0.572,90s,rock
23777,Real Hip Hop,Das EFX,0.3855556430000455,0.858,0.0217,0.76,90s,rap
23778,Ballade,Igor Stravinsky,0.5684421119777321,0.306,0.986,0.0687,90s,rock
23779,Eau D' Bedroom Dancing,Le Tigre,0.48348334665711223,0.61,0.00598,0.65,90s,pop
23780,Discotheque,U2,0.4985523334562158,0.581,0.000859,0.825,90s,r&b
23781,Blue,LeAnn Rimes,0.3781495549305576,0.545,0.595,0.452,90s,pop
23782,MC's Act Like They Don't Know,KRS-One,0.3745666320110346,0.855,0.0101,0.798,90s,rap
23783,Valse a Pop,BeauSoleil,0.6651230413009531,0.534,0.311,0.651,90s,pop
23784,Tango Remembrances,Yo-Yo Ma,0.5062152321858315,0.474,0.897,0.149,90s,r&b
23785,An Eagle In Your Mind,Boards of Canada,0.3976920177447882,0.825,0.371,0.467,90s,r&b
23786,"Piano Concerto No.5 in E flat major Op.73 -""""Emperor"""": 2. Adagio un poco mosso",Ludwig van Beethoven,0.35203770974596454,0.227,0.988,0.0227,90s,rock
23787,Born with a Broken Heart,Kenny Wayne Shepherd,0.4609709928217278,0.325,4.28e-05,0.828,90s,rock
23788,Make It Hot,"Nicole Featuring Missy """"Misdemeanor"""" Elliott & Mocha",0.34826839199247794,0.76,0.376,0.458,90s,r&b
23789,What Mattered Most,Ty Herndon,0.5894674492488289,0.529,0.415,0.509,90s,pop
23790,Microphone Master,Das EFX (Featuring Mobb Deep),0.36957539256823085,0.777,0.0934,0.66,90s,rap
23791,"Swan Lake, Op. 20 : Scene Finale",Slovak Philharmonic,0.4831644043856634,0.25,0.941,0.3,90s,rock
23792,Find A Way,A Tribe Called Quest,0.389743313603095,0.773,0.0352,0.581,90s,rap
23793,Naomi,Neutral Milk Hotel,0.7258546203137232,0.122,0.0202,0.481,90s,rock
23794,Little Rock Getaway,Alan Munde,0.49995650787207513,0.547,0.719,0.504,90s,pop
23795,Treat 'Em Right,Chubb Rock,0.4819383405889248,0.932,0.0362,0.54,90s,rap
23796,Worker Man,Patra,0.34116881987217457,0.814,0.129,0.759,90s,r&b
23797,Iris,The Goo Goo Dolls,0.6458580996839572,0.315,0.00125,0.715,90s,rock
23798,Liten brunett,Jan Johansson,0.31447293754116223,0.467,0.302,0.209,90s,r&b
23799,Time After Time,Timmy T.,0.620595386520754,0.641,0.191,0.573,90s,pop
23800,Money,KMFDM,0.7379205792323018,0.493,2.72e-05,0.915,90s,edm
23801,Goodbye,Spice Girls,0.5634053093532928,0.552,0.0846,0.694,90s,r&b
23802,Jump Around,House Of Pain,0.4427664307046139,0.854,0.0113,0.71,90s,pop
23803,I Can´t Give You Anything but Love,Carl-Henrik Norin,0.49729313280010606,0.558,0.821,0.132,90s,pop
23804,Reach,Gloria Estefan,0.6465995369123904,0.451,0.314,0.832,90s,pop
23805,Sarabande,La Monte Young,0.4045347792049639,0.654,0.99,0.0027,90s,pop
23806,She - Tous les visages de l’amour,Charles Aznavour,0.547043985038708,0.348,0.223,0.393,90s,rock
23807,Carnival,Natalie Merchant,0.7796026062139896,0.601,0.2,0.48,90s,edm
23808,Drop,The Pharcyde,0.3939061315616159,0.849,0.301,0.744,90s,rap
23809,"The Perfect Drug (From """"Lost Highway"""")",Nine Inch Nails,0.6172734163687801,0.627,0.0207,0.883,90s,r&b
23810,Good Enough,Sarah McLachlan,0.7286588270380203,0.515,0.458,0.445,90s,edm
23811,Bug A Boo,Destiny's Child,0.43251885694403597,0.76,0.00413,0.718,90s,pop
23812,All I'm Missing Is You,"Glenn Medeiros Featuring Ray Parker, Jr.",0.4266204959759426,0.742,0.12,0.745,90s,r&b
23813,"Bills, Bills, Bills",Destiny's Child,0.5287027333766874,0.845,0.139,0.576,90s,r&b
23814,Coal Mine,InsideOut A Cappella,0.6185657538842613,0.579,0.739,0.526,90s,rap
23815,Head (She's Just a...) [Rock Version],Atom And His Package,0.40593481151340177,0.365,6.41e-05,0.878,90s,latin
23816,I Say A Little Prayer,Diana King,0.5217315665864478,0.69,0.00875,0.889,90s,latin
23817,Milk Cow Blues,Dead Moon,0.8339677661200465,0.281,0.0283,0.766,90s,rock
23818,Huntington Ashram Monastery,Alice Coltrane,0.48385199421761804,0.547,0.764,0.405,90s,r&b
23819,Rosealia,Better Than Ezra,0.5008884820418933,0.392,0.00567,0.676,90s,r&b
23820,A Minha Vingança,Jose Roberto,0.4973014170149489,0.634,0.0727,0.621,90s,pop
23821,I Can't Tell You Why,Brownstone,0.7292884273660754,0.476,0.27,0.453,90s,edm
23822,Metal Mothers,Guided By Voices,0.4981671174660244,0.216,0.00027,0.685,90s,rock
23823,Cuts Both Ways,Gloria Estefan,0.3467648069985047,0.38,0.649,0.309,90s,pop
23824,Please,The Kinleys,0.5830844617124301,0.562,0.557,0.54,90s,pop
23825,Speechless,Cibo Matto,0.394117379040108,0.617,0.00514,0.818,90s,r&b
23826,I Don't Know,Michael Morales,0.4021696358673366,0.593,0.46,0.618,90s,pop
23827,Hang In Long Enough,Phil Collins,0.4969907589583428,0.764,0.321,0.82,90s,r&b
23828,Cheio de Dedos,Guinga,0.43658226432444297,0.553,0.934,0.336,90s,pop
23829,Wrong Again,Martina McBride,0.5858348210402489,0.531,0.215,0.554,90s,pop
23830,There's Your Trouble,Dixie Chicks,0.5245067785587951,0.737,0.481,0.869,90s,latin
23831,Old To The New,Nice & Smooth,0.4159421430435377,0.77,0.0052,0.878,90s,r&b
23832,Same Old Look,Jimmy Ryser,0.5178586961474259,0.554,0.0309,0.927,90s,r&b
23833,Les Anges Dans Nos Campagnes (Noël XIIIe Siècle) Instrumental,Orchestre Symphonique De Québec,0.4551886108614341,0.229,0.979,0.0786,90s,rock
23834,Julia,Nobuo Uematsu,0.3299354245453001,0.42,0.993,0.0961,90s,pop
23835,La mort de P.B.S,Ozymandias,0.7564026625466505,0.363,0.994,0.0739,90s,edm
23836,Super Unison,Drive Like Jehu,0.6942420564734926,0.185,0.00716,0.984,90s,rock
23837,Empty Promises,Hatebreed,0.4718357405880964,0.369,1.87e-05,0.935,90s,latin
23838,Sedalia,Tol & Tol,0.47664472730435786,0.679,0.178,0.399,90s,pop
23839,Liege of Inveracity,Suffocation,0.4541737945431877,0.313,8.67e-05,0.931,90s,rock
23840,The Good Mr. Square,The Pretty Things,0.5761132949221904,0.584,0.305,0.284,90s,pop
23841,Going Back To Cali,The Notorious B.I.G.,0.4107727929816132,0.851,0.207,0.647,90s,rap
